lesson_key,course_number,section_order,lesson_number,lesson_name,standardised_question,transcript_word_count
003-029,003,2,29,Linguistic Patterns for Reframing Meanings (In Application),How does the language you use shape the way you experience a problem?,2491
003-030,003,2,30,The Virginia Satir Reframing Matrix (A Demonstration),How does a reframing conversation actually unfold in practice?,2337
003-031,003,2,31,The Eysenck Model of Personality (Fluidity and Flexibility),"Is your personality fixed, or can it adapt as you grow?",3726
003-032,003,2,32,"A Conversation about Labels, Personality and True Identity",Do the labels you use to describe yourself actually capture who you are?,5821
003-033,003,2,33,How Are You Intelligent? Fixed Vs. Growth Mindsets,What kind of intelligent are you?,4311
003-034,003,2,34,Personality Flexibility: Self-Reflection Questions (Exercise),What questions help you reflect honestly on your own flexibility?,1482
003-035,003,2,35,Challenging Boundaries: Stepping Out of the Comfort Zone,What happens when you deliberately step outside your comfort zone?,3775
003-036,003,3,36,Understanding the Difference Between Perception and Reality,Where does your perception of a situation end and reality actually begin?,1623
003-037,003,3,37,The Johari Window (Aspects of Self-Awareness),"How much do you actually know about yourself, and how much is hidden from you?",3261
003-038,003,3,38,Eric Erikson's Eight Stages of Human Development,What psychological challenges shape a person at each stage of life?,5197
003-039,003,3,39,5 Questions to Evaluate Your Ongoing Development,How do you know whether you are actually moving forward in life?,3715
003-040,003,3,40,Happiness Vs. Fulfilment + Creating Long-Term Change,What is the real difference between being happy and being fulfilled?,2424
003-041,003,3,41,A Guide to Drawing Meaning from Our Past Experiences,How can meaning be found even in life's worst experiences?,2166
003-042,003,3,42,50 Questions for Finding Your Passion & Purpose in Life,What questions can help you find your passion and purpose?,153
003-043,003,3,43,The 4 Different Approaches to Tackling Life's Problems,What are the different ways people actually deal with life's problems?,3353
003-044,003,3,44,Outcome Dynamics: Using Positive Outcomes in Language,How does positive language actually change what you do?,3753
003-045,003,3,45,The Drama Triangle 'Disempowerment' Dynamic (TDD),What roles do people fall into when a relationship turns unhealthy?,2483
003-046,003,3,46,Turning Triangulation into the 'Empowerment' Dynamic (TED),How do you turn an unhealthy relationship pattern into a healthy one?,2725
003-047,003,3,47,The Present State to Desired State Model: Further Distinctions,Why does how you word a goal matter as much as the goal itself?,2450
003-048,003,3,48,A Framework for Establishing Goals and Defining Vision,How does a long-term vision actually shape your day-to-day choices?,3394
003-049,003,3,49,Goal Setting: NLP Well-formed Outcomes,What makes a goal 'well-formed' rather than just a wish?,3217
003-050,003,3,50,Setting Well-formed Outcomes (A Demonstration),How do you actually turn a vague goal into a well-formed outcome?,3879
003-051,003,3,51,The 5th Season of Life (Understanding Life Transitions),What is the transition phase that sits between life's major seasons?,2187
003-052,003,3,52,The Principles and Process of Future Pacing,How can imagining your future help you make better decisions today?,1807
003-053,003,3,53,The Process of Future Pacing (A Demonstration),What does a future pacing exercise actually look like in practice?,1856
003-054,003,3,54,The Lazarus Technique (for Outcome Specification),How can naming a problem in a single word help you solve it?,1663
003-055,003,3,55,The Lazarus Technique (A Demonstration),What does the Lazarus Technique look like when it is actually used?,1804
003-056,003,4,56,Introducing a Guide for Effective NLP Coaching,What framework can guide someone through the process of coaching?,2854
003-057,003,4,57,The Four Stages of the NLP Coaching Model,What are the four stages a coaching relationship moves through?,2552
003-058,003,4,58,The Differences Between Positive and Negative Motivation,What is the real difference between motivating someone with reward and motivating them with fear?,2231
003-059,003,4,59,People Skills: The Art of Attending (A Demonstration),What does it actually take to make someone feel truly listened to?,2484
003-060,003,4,60,Creating Solutions: Gerard Egan's Skilled Helper Model,How do you help someone move from a problem towards a workable solution?,2531
003-061,003,4,61,The Skilled Helper Model (A Demonstration),What does the Skilled Helper Model look like when it is put into practice?,2769
003-062,003,4,62,Understanding Drive: Clarifying 'Low Level' Motivations,"Why does understanding someone's smaller, everyday motivations matter as much as their big goals?",1814
003-063,003,4,63,How OK Is It to Be Totally Honest? (With Yourself),How honest are you actually willing to be with yourself?,1324
003-064,003,4,64,Asking Truth Centred Questions (A Demonstration),What does a truth-centred question actually sound like?,2265
003-065,003,4,65,The Ten 'Creative' Solution-Focused Questions,What happens when you focus your questions on solutions instead of problems?,1863
003-066,003,5,66,Determinants of State + NLP Communications Model,What actually determines the emotional 'state' you find yourself in?,3373
003-067,003,5,67,Sensory Modalities: Representational Systems for Change,How do your senses shape the way you think and feel?,2791
003-068,003,5,68,Questions for Introspection (to Develop Your Wise Mind),What does looking inward actually achieve?,1077
003-069,003,5,69,The Positive and Negative 'Therapeutic' Approaches,"Should support be encouraging or validating, and how do you know which someone needs?",1987
003-070,003,5,70,The EQ-i Model for Emotional and Social Functioning,How does emotional maturity shape the way you function in your relationships?,4337
003-071,003,5,71,Waking to the World: Plato's Allegory of The Cave,What happens when you finally see beyond the world you've always known?,1646
003-072,003,5,72,NLP State: The Three Separate Dimensions of State,What three things actually determine your emotional state?,2514
003-073,003,5,73,Lawrence Kohlberg's 3 Stages of Moral Development,How does a person's sense of right and wrong develop over a lifetime?,3762
003-074,003,5,74,The Internal State Loop (and Human Experience),What is actually happening inside the loop between your feelings and your thoughts?,4402
003-075,003,5,75,The Internal State Loop (A Self-Awareness Exercise),How do you turn an understanding of your internal state into a daily habit?,1369
003-076,003,5,76,Honest Reflections: A Candid Discussion About 'State',What does it actually take to learn to manage your own internal state?,2723
003-077,003,5,77,The Timeline of Human Experience (Mental Time Travel),Why is living fully in the present moment harder than it sounds?,4592
003-078,003,5,78,Strategies for Self-Management and Control (NO Swish!),How do you actually stop yourself reacting on autopilot?,4304
003-079,003,5,79,A Conversation About the Importance of Self-Regulation,What actually happens when self-regulation is missing from your life?,3108
003-080,003,5,80,Another Perspective on Developing Personal Excellence,What can elite sport teach about managing your state under pressure?,2543
003-081,003,5,81,Eight Questions for Developing Wise Reasoning Skills,What questions help you reason more wisely under pressure?,2993
003-082,003,5,82,End of Section Five Summary and Check-In,How much of this section have you actually taken in so far?,1498
003-083,003,6,83,Virginia Satir's Family Communication Dynamics,What patterns of communication show up in a family under stress?,3828
003-084,003,6,84,The Primary Character Attributes of a 'Leveller',What does it actually look like to communicate with complete honesty?,4562
003-085,003,6,85,Virginia Satir's Critical Ideologies (and Philosophies),Where does real personal change actually begin?,3451
003-086,003,6,86,The Key Assumptions of Fritz Perls (Gestalt Therapy),What does it mean to live fully in the here and now?,4453
003-087,003,6,87,The Main Ideas and Principles of Gestalt Therapy,How does paying closer attention to the present change what you notice about yourself?,2087
003-088,003,6,88,Humanism's Contribution to the Field of Applied Psychology,How does treating people with genuine dignity change the way you connect with them?,2944
003-089,003,6,89,Introducing Milton H. Erickson (and the Milton Model),What made Milton H. Erickson's use of language so effective?,3549
003-090,003,6,90,A Guide to Abstraction: Milton Erickson's Language Patterns,How does deliberately vague language help someone reach their own insight?,4902
003-091,003,7,91,The Fundamentals of Influencing Personal Change,"What is the actual difference between guiding, coaching, teaching, mentoring and counselling?",2809
